Suite/Test/Step Name,Browser,Description,Start time,End time,Duration,Status
SummaryTestSuite,Chrome 67.0.3396.62,,2018-07-18 16:31:53,2018-07-18 16:36:15,4m - 22.532s,PASSED
,,,,,,
Test Cases/SummaryTestCases/MAL_Comment,Chrome 67.0.3396.62,,2018-07-18 16:31:58,2018-07-18 16:32:40,42.858s,PASSED
callTestCase,Chrome 67.0.3396.62,,2018-07-18 16:31:58,2018-07-18 16:32:33,35.684s,PASSED
delay,Chrome 67.0.3396.62,,2018-07-18 16:32:33,2018-07-18 16:32:38,5.010s,PASSED
waitForElementPresent,Chrome 67.0.3396.62,,2018-07-18 16:32:38,2018-07-18 16:32:39,0.094s,PASSED
click,Chrome 67.0.3396.62,,2018-07-18 16:32:39,2018-07-18 16:32:39,0.292s,PASSED
waitForElementPresent,Chrome 67.0.3396.62,,2018-07-18 16:32:39,2018-07-18 16:32:39,0.621s,PASSED
click,Chrome 67.0.3396.62,,2018-07-18 16:32:39,2018-07-18 16:32:40,0.224s,PASSED
verifyElementNotPresent,Chrome 67.0.3396.62,,2018-07-18 16:32:40,2018-07-18 16:32:40,0.091s,PASSED
closeBrowser,Chrome 67.0.3396.62,,2018-07-18 16:32:40,2018-07-18 16:32:40,0.681s,PASSED
,,,,,,
Test Cases/SummaryTestCases/MSP_Comment,Chrome 67.0.3396.62,,2018-07-18 16:32:40,2018-07-18 16:33:14,33.609s,PASSED
callTestCase,Chrome 67.0.3396.62,,2018-07-18 16:32:41,2018-07-18 16:33:07,25.875s,PASSED
delay,Chrome 67.0.3396.62,,2018-07-18 16:33:07,2018-07-18 16:33:10,3.003s,PASSED
waitForElementPresent,Chrome 67.0.3396.62,,2018-07-18 16:33:10,2018-07-18 16:33:10,0.097s,PASSED
click,Chrome 67.0.3396.62,,2018-07-18 16:33:10,2018-07-18 16:33:10,0.225s,PASSED
delay,Chrome 67.0.3396.62,,2018-07-18 16:33:10,2018-07-18 16:33:13,3.003s,PASSED
waitForElementPresent,Chrome 67.0.3396.62,,2018-07-18 16:33:13,2018-07-18 16:33:13,0.086s,PASSED
click,Chrome 67.0.3396.62,,2018-07-18 16:33:13,2018-07-18 16:33:13,0.294s,PASSED
verifyElementNotPresent,Chrome 67.0.3396.62,,2018-07-18 16:33:13,2018-07-18 16:33:13,0.069s,PASSED
closeBrowser,Chrome 67.0.3396.62,,2018-07-18 16:33:13,2018-07-18 16:33:14,0.760s,PASSED
,,,,,,
Test Cases/SummaryTestCases/AlocSpoc_Comment,Chrome 67.0.3396.62,,2018-07-18 16:33:14,2018-07-18 16:33:54,40.135s,PASSED
callTestCase,Chrome 67.0.3396.62,,2018-07-18 16:33:14,2018-07-18 16:33:44,29.540s,PASSED
waitForElementPresent,Chrome 67.0.3396.62,,2018-07-18 16:33:44,2018-07-18 16:33:44,0.604s,PASSED
click,Chrome 67.0.3396.62,,2018-07-18 16:33:44,2018-07-18 16:33:45,0.396s,PASSED
waitForElementPresent,Chrome 67.0.3396.62,,2018-07-18 16:33:45,2018-07-18 16:33:45,0.072s,PASSED
verifyElementPresent,Chrome 67.0.3396.62,,2018-07-18 16:33:45,2018-07-18 16:33:45,0.043s,PASSED
delay,Chrome 67.0.3396.62,,2018-07-18 16:33:45,2018-07-18 16:33:52,7.003s,PASSED
waitForElementPresent,Chrome 67.0.3396.62,,2018-07-18 16:33:52,2018-07-18 16:33:52,0.082s,PASSED
sendKeys,Chrome 67.0.3396.62,,2018-07-18 16:33:52,2018-07-18 16:33:52,0.429s,PASSED
click,Chrome 67.0.3396.62,,2018-07-18 16:33:52,2018-07-18 16:33:53,0.271s,PASSED
waitForElementPresent,Chrome 67.0.3396.62,,2018-07-18 16:33:53,2018-07-18 16:33:53,0.609s,PASSED
Statement - AddCommentToast = com.kms.katalon.core.webui.keyword.WebUiBuiltInKeywords.getText(com.kms.katalon.core.testobject.ObjectRepository.findTestObject(OMVA_Summary_Page/Comment_ToastHeader)),Chrome 67.0.3396.62,,2018-07-18 16:33:53,2018-07-18 16:33:53,0.099s,PASSED
closeBrowser,Chrome 67.0.3396.62,,2018-07-18 16:33:53,2018-07-18 16:33:54,0.748s,PASSED
,,,,,,
Test Cases/SummaryTestCases/Status_Completed,Chrome 67.0.3396.62,,2018-07-18 16:33:54,2018-07-18 16:35:19,1m - 24.888s,PASSED
callTestCase,Chrome 67.0.3396.62,,2018-07-18 16:33:54,2018-07-18 16:34:20,25.757s,PASSED
waitForElementPresent,Chrome 67.0.3396.62,,2018-07-18 16:34:20,2018-07-18 16:34:20,0.047s,PASSED
delay,Chrome 67.0.3396.62,,2018-07-18 16:34:20,2018-07-18 16:34:23,3.002s,PASSED
click,Chrome 67.0.3396.62,,2018-07-18 16:34:23,2018-07-18 16:34:24,0.375s,PASSED
delay,Chrome 67.0.3396.62,,2018-07-18 16:34:24,2018-07-18 16:34:29,5.003s,PASSED
waitForElementPresent,Chrome 67.0.3396.62,,2018-07-18 16:34:29,2018-07-18 16:34:29,0.081s,PASSED
click,Chrome 67.0.3396.62,,2018-07-18 16:34:29,2018-07-18 16:34:29,0.267s,PASSED
waitForElementPresent,Chrome 67.0.3396.62,,2018-07-18 16:34:29,2018-07-18 16:34:29,0.065s,PASSED
click,Chrome 67.0.3396.62,,2018-07-18 16:34:29,2018-07-18 16:34:29,0.317s,PASSED
