Suite/Test/Step Name,Browser,Description,Start time,End time,Duration,Status
UserHistoryTestSuite,Chrome 67.0.3396.62,,2018-07-18 13:01:34,2018-07-18 13:04:07,2m - 32.870s,PASSED
,,,,,,
Test Cases/CommonTestcases/ResetTestData,Chrome 67.0.3396.62,,2018-07-18 13:01:34,2018-07-18 13:01:39,4.302s,PASSED
dataBaseConnection.dataBase.connectDB,Chrome 67.0.3396.62,,2018-07-18 13:01:35,2018-07-18 13:01:36,1.260s,PASSED
dataBaseConnection.dataBase.ResetTestData,Chrome 67.0.3396.62,,2018-07-18 13:01:36,2018-07-18 13:01:39,2.658s,PASSED
dataBaseConnection.dataBase.closeDatabaseConnection,Chrome 67.0.3396.62,,2018-07-18 13:01:39,2018-07-18 13:01:39,0.014s,PASSED
,,,,,,
Test Cases/UserHistoryTestCases/Verify_MALSKU_MovesToHistory,Chrome 67.0.3396.62,"To check if SKU's moves from \""Workbench\"" to \""History\"" on successful rescue",2018-07-18 13:01:39,2018-07-18 13:03:02,1m - 23.812s,PASSED
callTestCase,Chrome 67.0.3396.62,,2018-07-18 13:01:39,2018-07-18 13:02:11,32.298s,PASSED
delay,Chrome 67.0.3396.62,,2018-07-18 13:02:11,2018-07-18 13:02:14,3.010s,PASSED
click,Chrome 67.0.3396.62,,2018-07-18 13:02:14,2018-07-18 13:02:15,0.165s,PASSED
click,Chrome 67.0.3396.62,,2018-07-18 13:02:15,2018-07-18 13:02:15,0.135s,PASSED
delay,Chrome 67.0.3396.62,,2018-07-18 13:02:15,2018-07-18 13:02:20,5.004s,PASSED
waitForElementPresent,Chrome 67.0.3396.62,,2018-07-18 13:02:20,2018-07-18 13:02:20,0.091s,PASSED
Statement - SKUID = com.kms.katalon.core.webui.keyword.WebUiBuiltInKeywords.getText(com.kms.katalon.core.testobject.ObjectRepository.findTestObject(OMVA_Workbench_Page/1st_SKUMaterial)),Chrome 67.0.3396.62,,2018-07-18 13:02:20,2018-07-18 13:02:20,0.062s,PASSED
waitForElementPresent,Chrome 67.0.3396.62,,2018-07-18 13:02:20,2018-07-18 13:02:20,0.034s,PASSED
scrollToElement,Chrome 67.0.3396.62,,2018-07-18 13:02:20,2018-07-18 13:02:20,0.055s,PASSED
click,Chrome 67.0.3396.62,,2018-07-18 13:02:20,2018-07-18 13:02:20,0.183s,PASSED
applicationLibrary.ClicksOn1stBatchof_SKUID_andgetsBatchNo.ClickOnSKUInprogressBatch,Chrome 67.0.3396.62,,2018-07-18 13:02:20,2018-07-18 13:02:25,5.378s,PASSED
delay,Chrome 67.0.3396.62,,2018-07-18 13:02:25,2018-07-18 13:02:28,3.004s,PASSED
waitForElementPresent,Chrome 67.0.3396.62,,2018-07-18 13:02:28,2018-07-18 13:02:29,0.066s,PASSED
click,Chrome 67.0.3396.62,,2018-07-18 13:02:29,2018-07-18 13:02:29,0.138s,PASSED
delay,Chrome 67.0.3396.62,,2018-07-18 13:02:29,2018-07-18 13:02:34,5.002s,PASSED
waitForElementPresent,Chrome 67.0.3396.62,,2018-07-18 13:02:34,2018-07-18 13:02:34,0.063s,PASSED
Statement - ActionTakenHTxt = com.kms.katalon.core.webui.keyword.WebUiBuiltInKeywords.getText(com.kms.katalon.core.testobject.ObjectRepository.findTestObject(OMVA_Workbench_Page/ActionTaken_HeaderTxt)),Chrome 67.0.3396.62,,2018-07-18 13:02:34,2018-07-18 13:02:34,0.057s,PASSED
Statement - ActionTakenCTxt = com.kms.katalon.core.webui.keyword.WebUiBuiltInKeywords.getText(com.kms.katalon.core.testobject.ObjectRepository.findTestObject(OMVA_Workbench_Page/ActionTaken_ContenetTxt)),Chrome 67.0.3396.62,,2018-07-18 13:02:34,2018-07-18 13:02:34,0.062s,PASSED
verifyMatch,Chrome 67.0.3396.62,,2018-07-18 13:02:34,2018-07-18 13:02:34,0.046s,PASSED
click,Chrome 67.0.3396.62,,2018-07-18 13:02:34,2018-07-18 13:02:34,0.121s,PASSED
verifyMatch,Chrome 67.0.3396.62,,2018-07-18 13:02:34,2018-07-18 13:02:34,0.054s,PASSED
delay,Chrome 67.0.3396.62,,2018-07-18 13:02:34,2018-07-18 13:02:39,5.003s,PASSED
waitForElementPresent,Chrome 67.0.3396.62,,2018-07-18 13:02:39,2018-07-18 13:02:39,0.034s,PASSED
click,Chrome 67.0.3396.62,,2018-07-18 13:02:39,2018-07-18 13:02:39,0.256s,PASSED
delay,Chrome 67.0.3396.62,,2018-07-18 13:02:39,2018-07-18 13:02:44,5.003s,PASSED
waitForElementPresent,Chrome 67.0.3396.62,,2018-07-18 13:02:44,2018-07-18 13:02:44,0.055s,PASSED
click,Chrome 67.0.3396.62,,2018-07-18 13:02:44,2018-07-18 13:02:45,0.143s,PASSED
waitForElementPresent,Chrome 67.0.3396.62,,2018-07-18 13:02:45,2018-07-18 13:02:45,0.029s,PASSED
click,Chrome 67.0.3396.62,,2018-07-18 13:02:45,2018-07-18 13:02:45,0.106s,PASSED
delay,Chrome 67.0.3396.62,,2018-07-18 13:02:45,2018-07-18 13:02:48,3.003s,PASSED
verifyElementPresent,Chrome 67.0.3396.62,,2018-07-18 13:02:48,2018-07-18 13:02:48,0.072s,PASSED
click,Chrome 67.0.3396.62,,2018-07-18 13:02:48,2018-07-18 13:02:48,0.111s,PASSED
waitForElementPresent,Chrome 67.0.3396.62,,2018-07-18 13:02:48,2018-07-18 13:02:48,0.040s,PASSED
sendKeys,Chrome 67.0.3396.62,,2018-07-18 13:02:48,2018-07-18 13:02:48,0.238s,PASSED
delay,Chrome 67.0.3396.62,,2018-07-18 13:02:48,2018-07-18 13:02:51,3.003s,PASSED
applicationLibrary.Checks_SelectedBatchIsDisplayedInHistory.ChecksBatchIsDisplayedInHistory,Chrome 67.0.3396.62,,2018-07-18 13:02:51,2018-07-18 13:02:51,0.020s,NOT_RUN
Statement - searchedsku = com.kms.katalon.core.webui.keyword.WebUiBuiltInKeywords.getText(com.kms.katalon.core.testobject.ObjectRepository.findTestObject(OMVA_Workbench_Page/1st_SKUMaterial)),Chrome 67.0.3396.62,,2018-07-18 13:02:51,2018-07-18 13:02:51,0.078s,PASSED
verifyMatch,Chrome 67.0.3396.62,,2018-07-18 13:02:51,2018-07-18 13:02:51,0.001s,PASSED
delay,Chrome 67.0.3396.62,,2018-07-18 13:02:51,2018-07-18 13:03:01,10.003s,PASSED
Statement - rescue = com.kms.katalon.core.webui.keyword.WebUiBuiltInKeywords.getText(com.kms.katalon.core.testobject.ObjectRepository.findTestObject(OMVA_History_Page/History_RescueStrategy)),Chrome 67.0.3396.62,,2018-07-18 13:03:01,2018-07-18 13:03:01,0.097s,PASSED
verifyMatch,Chrome 67.0.3396.62,,2018-07-18 13:03:01,2018-07-18 13:03:01,0.041s,PASSED
scrollToElement,Chrome 67.0.3396.62,,2018-07-18 13:03:01,2018-07-18 13:03:02,0.087s,PASSED
verifyElementPresent,Chrome 67.0.3396.62,,2018-07-18 13:03:02,2018-07-18 13:03:02,0.033s,PASSED
Statement - RemcomendationHistory = com.kms.katalon.core.webui.keyword.WebUiBuiltInKeywords.getText(com.kms.katalon.core.testobject.ObjectRepository.findTestObject(OMVA_History_Page/History_OMVARecomendation)),Chrome 67.0.3396.62,,2018-07-18 13:03:02,2018-07-18 13:03:02,0.049s,PASSED
verifyMatch,Chrome 67.0.3396.62,,2018-07-18 13:03:02,2018-07-18 13:03:02,0.035s,PASSED
closeBrowser,Chrome 67.0.3396.62,,2018-07-18 13:03:02,2018-07-18 13:03:02,0.794s,PASSED
,,,,,,
Test Cases/UserHistoryTestCases/Verify_display_of_HistoryPage,Chrome 67.0.3396.62,,2018-07-18 13:03:02,2018-07-18 13:04:07,1m - 4.278s,PASSED
callTestCase,Chrome 67.0.3396.62,,2018-07-18 13:03:03,2018-07-18 13:03:31,28.442s,PASSED
delay,Chrome 67.0.3396.62,,2018-07-18 13:03:31,2018-07-18 13:03:34,3.017s,PASSED
delay,Chrome 67.0.3396.62,,2018-07-18 13:03:34,2018-07-18 13:03:39,5.002s,PASSED
waitForElementPresent,Chrome 67.0.3396.62,,2018-07-18 13:03:39,2018-07-18 13:03:39,0.061s,PASSED
click,Chrome 67.0.3396.62,,2018-07-18 13:03:39,2018-07-18 13:03:40,0.286s,PASSED
delay,Chrome 67.0.3396.62,,2018-07-18 13:03:40,2018-07-18 13:03:45,5.004s,PASSED
waitForElementPresent,Chrome 67.0.3396.62,,2018-07-18 13:03:45,2018-07-18 13:03:45,0.069s,PASSED
