Suite/Test/Step Name,Browser,Description,Start time,End time,Duration,Status
SummaryTestSuite,Chrome 67.0.3396.62,,2018-08-08 12:17:41,2018-08-08 12:22:00,4m - 19.001s,FAILED
,,,,,,
Test Cases/SummaryTestCases/MAL_Comment,Chrome 67.0.3396.62,,2018-08-08 12:18:04,2018-08-08 12:18:39,35.257s,FAILED
callTestCase,Chrome 67.0.3396.62,,2018-08-08 12:18:04,2018-08-08 12:18:39,34.998s,FAILED
,,,,,,
Test Cases/SummaryTestCases/MSP_Comment,Chrome 67.0.3396.62,,2018-08-08 12:18:39,2018-08-08 12:19:19,40.160s,FAILED
callTestCase,Chrome 67.0.3396.62,,2018-08-08 12:18:40,2018-08-08 12:19:19,39.589s,FAILED
,,,,,,
Test Cases/SummaryTestCases/AlocSpoc_Comment,Chrome 67.0.3396.62,,2018-08-08 12:19:19,2018-08-08 12:20:06,46.911s,FAILED
callTestCase,Chrome 67.0.3396.62,,2018-08-08 12:19:20,2018-08-08 12:19:43,23.647s,PASSED
waitForElementPresent,Chrome 67.0.3396.62,,2018-08-08 12:19:43,2018-08-08 12:19:49,5.696s,PASSED
click,Chrome 67.0.3396.62,,2018-08-08 12:19:49,2018-08-08 12:20:06,17.194s,FAILED
,,,,,,
Test Cases/SummaryTestCases/Status_Completed,Chrome 67.0.3396.62,,2018-08-08 12:20:06,2018-08-08 12:21:04,58.096s,FAILED
callTestCase,Chrome 67.0.3396.62,,2018-08-08 12:20:07,2018-08-08 12:20:38,31.308s,PASSED
waitForElementPresent,Chrome 67.0.3396.62,,2018-08-08 12:20:38,2018-08-08 12:20:38,0.068s,PASSED
delay,Chrome 67.0.3396.62,,2018-08-08 12:20:38,2018-08-08 12:20:41,3.013s,PASSED
click,Chrome 67.0.3396.62,,2018-08-08 12:20:41,2018-08-08 12:20:42,0.505s,PASSED
delay,Chrome 67.0.3396.62,,2018-08-08 12:20:42,2018-08-08 12:20:47,5.005s,PASSED
waitForElementPresent,Chrome 67.0.3396.62,,2018-08-08 12:20:47,2018-08-08 12:20:47,0.233s,PASSED
click,Chrome 67.0.3396.62,,2018-08-08 12:20:47,2018-08-08 12:20:47,0.454s,PASSED
waitForElementPresent,Chrome 67.0.3396.62,,2018-08-08 12:20:47,2018-08-08 12:20:47,0.072s,PASSED
click,Chrome 67.0.3396.62,,2018-08-08 12:20:47,2018-08-08 12:21:04,17.041s,FAILED
,,,,,,
Test Cases/SummaryTestCases/Status_OkToRefresh,Chrome 67.0.3396.62,,2018-08-08 12:21:04,2018-08-08 12:22:00,55.305s,FAILED
callTestCase,Chrome 67.0.3396.62,,2018-08-08 12:21:05,2018-08-08 12:21:26,21.395s,PASSED
delay,Chrome 67.0.3396.62,,2018-08-08 12:21:26,2018-08-08 12:21:31,5.003s,PASSED
waitForElementPresent,Chrome 67.0.3396.62,,2018-08-08 12:21:31,2018-08-08 12:21:31,0.165s,PASSED
click,Chrome 67.0.3396.62,,2018-08-08 12:21:31,2018-08-08 12:21:32,0.400s,PASSED
waitForElementPresent,Chrome 67.0.3396.62,,2018-08-08 12:21:32,2018-08-08 12:21:43,11.054s,PASSED
click,Chrome 67.0.3396.62,,2018-08-08 12:21:43,2018-08-08 12:22:00,17.008s,FAILED
