Suite/Test/Step Name,Browser,Description,Start time,End time,Duration,Status
SummaryTestSuite,Chrome 67.0.3396.62,,2018-07-13 12:24:58,2018-07-13 12:32:37,7m - 39.098s,FAILED
,,,,,,
Test Cases/SummaryTestCases/AlocSpoc_Comment,Chrome 67.0.3396.62,,2018-07-13 12:24:59,2018-07-13 12:26:16,1m - 17.283s,FAILED
callTestCase,Chrome 67.0.3396.62,,2018-07-13 12:24:59,2018-07-13 12:25:37,37.681s,PASSED
waitForElementPresent,Chrome 67.0.3396.62,,2018-07-13 12:25:37,2018-07-13 12:25:43,5.637s,PASSED
click,Chrome 67.0.3396.62,,2018-07-13 12:25:43,2018-07-13 12:26:16,33.432s,FAILED
,,,,,,
Test Cases/SummaryTestCases/MAL_Comment,Chrome 67.0.3396.62,,2018-07-13 12:26:16,2018-07-13 12:27:35,1m - 19.124s,FAILED
callTestCase,Chrome 67.0.3396.62,,2018-07-13 12:26:16,2018-07-13 12:26:51,34.105s,PASSED
delay,Chrome 67.0.3396.62,,2018-07-13 12:26:51,2018-07-13 12:26:56,5.016s,PASSED
waitForElementPresent,Chrome 67.0.3396.62,,2018-07-13 12:26:56,2018-07-13 12:26:56,0.151s,PASSED
click,Chrome 67.0.3396.62,,2018-07-13 12:26:56,2018-07-13 12:26:56,0.317s,PASSED
waitForElementPresent,Chrome 67.0.3396.62,,2018-07-13 12:26:56,2018-07-13 12:27:02,5.514s,PASSED
click,Chrome 67.0.3396.62,,2018-07-13 12:27:02,2018-07-13 12:27:35,33.531s,FAILED
,,,,,,
Test Cases/SummaryTestCases/MSP_Comment,Chrome 67.0.3396.62,,2018-07-13 12:27:35,2018-07-13 12:28:54,1m - 18.426s,FAILED
callTestCase,Chrome 67.0.3396.62,,2018-07-13 12:27:35,2018-07-13 12:28:07,31.928s,PASSED
delay,Chrome 67.0.3396.62,,2018-07-13 12:28:07,2018-07-13 12:28:10,3.003s,PASSED
waitForElementPresent,Chrome 67.0.3396.62,,2018-07-13 12:28:10,2018-07-13 12:28:11,0.178s,PASSED
click,Chrome 67.0.3396.62,,2018-07-13 12:28:11,2018-07-13 12:28:11,0.343s,PASSED
delay,Chrome 67.0.3396.62,,2018-07-13 12:28:11,2018-07-13 12:28:14,3.004s,PASSED
waitForElementPresent,Chrome 67.0.3396.62,,2018-07-13 12:28:14,2018-07-13 12:28:20,5.748s,PASSED
click,Chrome 67.0.3396.62,,2018-07-13 12:28:20,2018-07-13 12:28:54,33.893s,FAILED
,,,,,,
Test Cases/SummaryTestCases/SKU_Count,Chrome 67.0.3396.62,,2018-07-13 12:28:54,2018-07-13 12:30:02,1m - 8.605s,FAILED
callTestCase,Chrome 67.0.3396.62,,2018-07-13 12:28:54,2018-07-13 12:30:02,1m - 8.263s,FAILED
,,,,,,
Test Cases/SummaryTestCases/Status_Completed,Chrome 67.0.3396.62,,2018-07-13 12:30:02,2018-07-13 12:31:15,1m - 12.378s,FAILED
callTestCase,Chrome 67.0.3396.62,,2018-07-13 12:30:03,2018-07-13 12:30:31,28.727s,PASSED
waitForElementPresent,Chrome 67.0.3396.62,,2018-07-13 12:30:31,2018-07-13 12:30:31,0.057s,PASSED
delay,Chrome 67.0.3396.62,,2018-07-13 12:30:31,2018-07-13 12:30:34,3.002s,PASSED
click,Chrome 67.0.3396.62,,2018-07-13 12:30:34,2018-07-13 12:30:35,0.433s,PASSED
delay,Chrome 67.0.3396.62,,2018-07-13 12:30:35,2018-07-13 12:30:40,5.003s,PASSED
waitForElementPresent,Chrome 67.0.3396.62,,2018-07-13 12:30:40,2018-07-13 12:30:40,0.186s,PASSED
click,Chrome 67.0.3396.62,,2018-07-13 12:30:40,2018-07-13 12:30:40,0.340s,PASSED
waitForElementPresent,Chrome 67.0.3396.62,,2018-07-13 12:30:40,2018-07-13 12:30:40,0.067s,PASSED
click,Chrome 67.0.3396.62,,2018-07-13 12:30:40,2018-07-13 12:31:15,34.115s,FAILED
,,,,,,
Test Cases/SummaryTestCases/Status_OkToRefresh,Chrome 67.0.3396.62,,2018-07-13 12:31:15,2018-07-13 12:32:36,1m - 21.715s,FAILED
callTestCase,Chrome 67.0.3396.62,,2018-07-13 12:31:15,2018-07-13 12:31:45,30.701s,PASSED
delay,Chrome 67.0.3396.62,,2018-07-13 12:31:45,2018-07-13 12:31:50,5.003s,PASSED
waitForElementPresent,Chrome 67.0.3396.62,,2018-07-13 12:31:50,2018-07-13 12:31:51,0.138s,PASSED
click,Chrome 67.0.3396.62,,2018-07-13 12:31:51,2018-07-13 12:31:51,0.350s,PASSED
waitForElementPresent,Chrome 67.0.3396.62,,2018-07-13 12:31:51,2018-07-13 12:32:02,11.373s,PASSED
click,Chrome 67.0.3396.62,,2018-07-13 12:32:02,2018-07-13 12:32:36,33.883s,FAILED
