Suite/Test/Step Name,Browser,Description,Start time,End time,Duration,Status
UserManagementTestSuite,Chrome 67.0.3396.62,,2018-07-16 13:11:20,2018-07-16 13:21:44,10m - 24.390s,FAILED
,,,,,,
Test Cases/UserManagementTestCases/Login/Invalid_Login,Chrome 67.0.3396.62,,2018-07-16 13:11:21,2018-07-16 13:11:42,20.680s,PASSED
callTestCase,Chrome 67.0.3396.62,,2018-07-16 13:11:24,2018-07-16 13:11:36,12.256s,PASSED
waitForElementVisible,Chrome 67.0.3396.62,,2018-07-16 13:11:36,2018-07-16 13:11:36,0.255s,PASSED
sendKeys,Chrome 67.0.3396.62,,2018-07-16 13:11:36,2018-07-16 13:11:36,0.422s,PASSED
click,Chrome 67.0.3396.62,,2018-07-16 13:11:36,2018-07-16 13:11:37,0.282s,PASSED
Statement - If (true),Chrome 67.0.3396.62,,2018-07-16 13:11:37,2018-07-16 13:11:37,0.002s,PASSED
waitForElementVisible,Chrome 67.0.3396.62,,2018-07-16 13:11:37,2018-07-16 13:11:37,0.174s,PASSED
Statement - assert true,Chrome 67.0.3396.62,,2018-07-16 13:11:37,2018-07-16 13:11:37,0.001s,PASSED
sendKeys,Chrome 67.0.3396.62,,2018-07-16 13:11:37,2018-07-16 13:11:37,0.191s,PASSED
click,Chrome 67.0.3396.62,,2018-07-16 13:11:37,2018-07-16 13:11:37,0.260s,PASSED
Statement - AHeaderTxt = com.kms.katalon.core.webui.keyword.WebUiBuiltInKeywords.getText(com.kms.katalon.core.testobject.ObjectRepository.findTestObject(OMVA_Login_Page/InvalidLogin_HeaderTxt)),Chrome 67.0.3396.62,,2018-07-16 13:11:37,2018-07-16 13:11:39,1.323s,PASSED
verifyMatch,Chrome 67.0.3396.62,,2018-07-16 13:11:39,2018-07-16 13:11:39,0.180s,PASSED
Statement - AContentTxt = com.kms.katalon.core.webui.keyword.WebUiBuiltInKeywords.getText(com.kms.katalon.core.testobject.ObjectRepository.findTestObject(OMVA_Login_Page/InvalidLogin_ContentTxt)),Chrome 67.0.3396.62,,2018-07-16 13:11:39,2018-07-16 13:11:39,0.285s,PASSED
verifyMatch,Chrome 67.0.3396.62,,2018-07-16 13:11:39,2018-07-16 13:11:39,0.180s,PASSED
waitForElementVisible,Chrome 67.0.3396.62,,2018-07-16 13:11:39,2018-07-16 13:11:40,0.270s,PASSED
Statement - assert true,Chrome 67.0.3396.62,,2018-07-16 13:11:40,2018-07-16 13:11:40,0.000s,PASSED
click,Chrome 67.0.3396.62,,2018-07-16 13:11:40,2018-07-16 13:11:40,0.331s,PASSED
closeBrowser,Chrome 67.0.3396.62,,2018-07-16 13:11:40,2018-07-16 13:11:42,1.769s,PASSED
,,,,,,
Test Cases/UserManagementTestCases/Login/Valid_Login,Chrome 67.0.3396.62,This Scenario logs into a user successfully and verifies the login,2018-07-16 13:11:42,2018-07-16 13:11:56,14.388s,PASSED
callTestCase,Chrome 67.0.3396.62,,2018-07-16 13:11:42,2018-07-16 13:11:51,8.675s,PASSED
waitForElementVisible,Chrome 67.0.3396.62,,2018-07-16 13:11:51,2018-07-16 13:11:51,0.082s,PASSED
sendKeys,Chrome 67.0.3396.62,,2018-07-16 13:11:51,2018-07-16 13:11:51,0.286s,PASSED
click,Chrome 67.0.3396.62,,2018-07-16 13:11:51,2018-07-16 13:11:52,0.158s,PASSED
Statement - If (true),Chrome 67.0.3396.62,,2018-07-16 13:11:52,2018-07-16 13:11:52,0.000s,PASSED
waitForElementVisible,Chrome 67.0.3396.62,,2018-07-16 13:11:52,2018-07-16 13:11:52,0.604s,PASSED
Statement - assert true,Chrome 67.0.3396.62,,2018-07-16 13:11:52,2018-07-16 13:11:52,0.001s,PASSED
sendKeys,Chrome 67.0.3396.62,,2018-07-16 13:11:52,2018-07-16 13:11:53,0.382s,PASSED
click,Chrome 67.0.3396.62,,2018-07-16 13:11:53,2018-07-16 13:11:53,0.156s,PASSED
waitForAngularLoad,Chrome 67.0.3396.62,,2018-07-16 13:11:53,2018-07-16 13:11:53,0.037s,PASSED
Statement - greetingtext = com.kms.katalon.core.webui.keyword.WebUiBuiltInKeywords.getText(com.kms.katalon.core.testobject.ObjectRepository.findTestObject(OMVA_Landing_Page/Greeting_Label)),Chrome 67.0.3396.62,,2018-07-16 13:11:53,2018-07-16 13:11:55,2.704s,PASSED
verifyMatch,Chrome 67.0.3396.62,,2018-07-16 13:11:55,2018-07-16 13:11:55,0.002s,PASSED
closeBrowser,Chrome 67.0.3396.62,,2018-07-16 13:11:55,2018-07-16 13:11:56,0.690s,PASSED
,,,,,,
Test Cases/UserManagementTestCases/CreateUser/Create_User_Validate,Chrome 67.0.3396.62,Create User and validate,2018-07-16 13:11:56,2018-07-16 13:12:32,36.143s,FAILED
callTestCase,Chrome 67.0.3396.62,,2018-07-16 13:11:57,2018-07-16 13:12:06,8.969s,PASSED
waitForElementVisible,Chrome 67.0.3396.62,,2018-07-16 13:12:06,2018-07-16 13:12:06,0.116s,PASSED
sendKeys,Chrome 67.0.3396.62,,2018-07-16 13:12:06,2018-07-16 13:12:06,0.512s,PASSED
click,Chrome 67.0.3396.62,,2018-07-16 13:12:06,2018-07-16 13:12:07,0.234s,PASSED
waitForElementVisible,Chrome 67.0.3396.62,,2018-07-16 13:12:07,2018-07-16 13:12:07,0.110s,PASSED
sendKeys,Chrome 67.0.3396.62,,2018-07-16 13:12:07,2018-07-16 13:12:07,0.535s,PASSED
click,Chrome 67.0.3396.62,,2018-07-16 13:12:07,2018-07-16 13:12:07,0.207s,PASSED
waitForPageLoad,Chrome 67.0.3396.62,,2018-07-16 13:12:07,2018-07-16 13:12:07,0.069s,PASSED
delay,Chrome 67.0.3396.62,,2018-07-16 13:12:07,2018-07-16 13:12:13,5.012s,PASSED
waitForElementPresent,Chrome 67.0.3396.62,,2018-07-16 13:12:13,2018-07-16 13:12:13,0.123s,PASSED
click,Chrome 67.0.3396.62,,2018-07-16 13:12:13,2018-07-16 13:12:13,0.680s,PASSED
delay,Chrome 67.0.3396.62,,2018-07-16 13:12:13,2018-07-16 13:12:16,3.001s,PASSED
waitForElementPresent,Chrome 67.0.3396.62,,2018-07-16 13:12:16,2018-07-16 13:12:16,0.047s,PASSED
