Suite/Test/Step Name,Browser,Description,Start time,End time,Duration,Status
WorkBenchTestSuite,Chrome 67.0.3396.62,,2018-07-18 20:09:08,2018-07-18 20:11:18,2m - 9.375s,FAILED
,,,,,,
Test Cases/WorkBenchTestCases/Validate_CategoryMSPIncreaseAllocationQtyNotEditable,Chrome 67.0.3396.62,,2018-07-18 20:09:13,2018-07-18 20:10:06,53.062s,FAILED
callTestCase,Chrome 67.0.3396.62,,2018-07-18 20:09:13,2018-07-18 20:09:43,30.627s,PASSED
waitForElementVisible,Chrome 67.0.3396.62,,2018-07-18 20:09:43,2018-07-18 20:09:49,5.478s,PASSED
click,Chrome 67.0.3396.62,,2018-07-18 20:09:49,2018-07-18 20:10:06,16.823s,FAILED
,,,,,,
Test Cases/WorkBenchTestCases/Verify_MALSKU_MovesToHistory,Chrome 67.0.3396.62,"To check if SKU's moves from \""Workbench\"" to \""History\"" on successful rescue",2018-07-18 20:10:06,2018-07-18 20:11:15,1m - 8.911s,PASSED
callTestCase,Chrome 67.0.3396.62,,2018-07-18 20:10:06,2018-07-18 20:10:32,26.180s,PASSED
delay,Chrome 67.0.3396.62,,2018-07-18 20:10:32,2018-07-18 20:10:35,3.010s,PASSED
click,Chrome 67.0.3396.62,,2018-07-18 20:10:35,2018-07-18 20:10:36,0.342s,PASSED
click,Chrome 67.0.3396.62,,2018-07-18 20:10:36,2018-07-18 20:10:36,0.266s,PASSED
delay,Chrome 67.0.3396.62,,2018-07-18 20:10:36,2018-07-18 20:10:41,5.005s,PASSED
waitForElementPresent,Chrome 67.0.3396.62,,2018-07-18 20:10:41,2018-07-18 20:10:41,0.100s,PASSED
Statement - SKUID = com.kms.katalon.core.webui.keyword.WebUiBuiltInKeywords.getText(com.kms.katalon.core.testobject.ObjectRepository.findTestObject(OMVA_Workbench_Page/1st_SKUMaterial)),Chrome 67.0.3396.62,,2018-07-18 20:10:41,2018-07-18 20:10:41,0.066s,PASSED
waitForElementPresent,Chrome 67.0.3396.62,,2018-07-18 20:10:41,2018-07-18 20:10:41,0.035s,PASSED
scrollToElement,Chrome 67.0.3396.62,,2018-07-18 20:10:41,2018-07-18 20:10:41,0.051s,PASSED
click,Chrome 67.0.3396.62,,2018-07-18 20:10:41,2018-07-18 20:10:41,0.193s,PASSED
applicationLibrary.ClicksOn1stBatchof_SKUID_andgetsBatchNo.ClickOnSKUInprogressBatch,Chrome 67.0.3396.62,,2018-07-18 20:10:41,2018-07-18 20:10:47,5.522s,PASSED
delay,Chrome 67.0.3396.62,,2018-07-18 20:10:47,2018-07-18 20:10:50,3.006s,PASSED
waitForElementPresent,Chrome 67.0.3396.62,,2018-07-18 20:10:50,2018-07-18 20:10:50,0.083s,PASSED
click,Chrome 67.0.3396.62,,2018-07-18 20:10:50,2018-07-18 20:10:50,0.297s,PASSED
delay,Chrome 67.0.3396.62,,2018-07-18 20:10:50,2018-07-18 20:10:55,5.002s,PASSED
waitForElementPresent,Chrome 67.0.3396.62,,2018-07-18 20:10:55,2018-07-18 20:10:55,0.081s,PASSED
Statement - ActionTakenHTxt = com.kms.katalon.core.webui.keyword.WebUiBuiltInKeywords.getText(com.kms.katalon.core.testobject.ObjectRepository.findTestObject(OMVA_Workbench_Page/ActionTaken_HeaderTxt)),Chrome 67.0.3396.62,,2018-07-18 20:10:55,2018-07-18 20:10:55,0.109s,PASSED
Statement - ActionTakenCTxt = com.kms.katalon.core.webui.keyword.WebUiBuiltInKeywords.getText(com.kms.katalon.core.testobject.ObjectRepository.findTestObject(OMVA_Workbench_Page/ActionTaken_ContenetTxt)),Chrome 67.0.3396.62,,2018-07-18 20:10:55,2018-07-18 20:10:55,0.123s,PASSED
verifyMatch,Chrome 67.0.3396.62,,2018-07-18 20:10:55,2018-07-18 20:10:56,0.086s,PASSED
click,Chrome 67.0.3396.62,,2018-07-18 20:10:56,2018-07-18 20:10:56,0.158s,PASSED
verifyMatch,Chrome 67.0.3396.62,,2018-07-18 20:10:56,2018-07-18 20:10:56,0.047s,PASSED
delay,Chrome 67.0.3396.62,,2018-07-18 20:10:56,2018-07-18 20:11:01,5.004s,PASSED
waitForElementPresent,Chrome 67.0.3396.62,,2018-07-18 20:11:01,2018-07-18 20:11:01,0.082s,PASSED
click,Chrome 67.0.3396.62,,2018-07-18 20:11:01,2018-07-18 20:11:01,0.397s,PASSED
delay,Chrome 67.0.3396.62,,2018-07-18 20:11:01,2018-07-18 20:11:06,5.003s,PASSED
waitForElementPresent,Chrome 67.0.3396.62,,2018-07-18 20:11:06,2018-07-18 20:11:06,0.061s,PASSED
click,Chrome 67.0.3396.62,,2018-07-18 20:11:06,2018-07-18 20:11:07,0.270s,PASSED
