Suite/Test/Step Name,Browser,Description,Start time,End time,Duration,Status
SummaryTestSuite,Chrome 67.0.3396.62,,2018-07-17 13:00:26,2018-07-17 13:04:56,4m - 30.201s,FAILED
,,,,,,
Test Cases/SummaryTestCases/MAL_Comment,Chrome 67.0.3396.62,,2018-07-17 13:00:26,2018-07-17 13:01:23,56.821s,FAILED
callTestCase,Chrome 67.0.3396.62,,2018-07-17 13:00:26,2018-07-17 13:00:56,29.134s,PASSED
delay,Chrome 67.0.3396.62,,2018-07-17 13:00:56,2018-07-17 13:01:01,5.010s,PASSED
waitForElementPresent,Chrome 67.0.3396.62,,2018-07-17 13:01:01,2018-07-17 13:01:01,0.072s,PASSED
click,Chrome 67.0.3396.62,,2018-07-17 13:01:01,2018-07-17 13:01:01,0.162s,PASSED
waitForElementPresent,Chrome 67.0.3396.62,,2018-07-17 13:01:01,2018-07-17 13:01:06,5.449s,PASSED
click,Chrome 67.0.3396.62,,2018-07-17 13:01:06,2018-07-17 13:01:23,16.673s,FAILED
,,,,,,
Test Cases/SummaryTestCases/MSP_Comment,Chrome 67.0.3396.62,,2018-07-17 13:01:23,2018-07-17 13:02:13,50.189s,FAILED
callTestCase,Chrome 67.0.3396.62,,2018-07-17 13:01:23,2018-07-17 13:01:45,21.754s,PASSED
delay,Chrome 67.0.3396.62,,2018-07-17 13:01:45,2018-07-17 13:01:48,3.002s,PASSED
waitForElementPresent,Chrome 67.0.3396.62,,2018-07-17 13:01:48,2018-07-17 13:01:48,0.060s,PASSED
click,Chrome 67.0.3396.62,,2018-07-17 13:01:48,2018-07-17 13:01:48,0.202s,PASSED
delay,Chrome 67.0.3396.62,,2018-07-17 13:01:48,2018-07-17 13:01:51,3.003s,PASSED
waitForElementPresent,Chrome 67.0.3396.62,,2018-07-17 13:01:51,2018-07-17 13:01:57,5.412s,PASSED
click,Chrome 67.0.3396.62,,2018-07-17 13:01:57,2018-07-17 13:02:13,16.577s,FAILED
,,,,,,
Test Cases/SummaryTestCases/AlocSpoc_Comment,Chrome 67.0.3396.62,,2018-07-17 13:02:13,2018-07-17 13:03:04,51.268s,FAILED
callTestCase,Chrome 67.0.3396.62,,2018-07-17 13:02:13,2018-07-17 13:02:42,29.015s,PASSED
waitForElementPresent,Chrome 67.0.3396.62,,2018-07-17 13:02:42,2018-07-17 13:02:48,5.425s,PASSED
click,Chrome 67.0.3396.62,,2018-07-17 13:02:48,2018-07-17 13:03:04,16.604s,FAILED
,,,,,,
Test Cases/SummaryTestCases/Status_Completed,Chrome 67.0.3396.62,,2018-07-17 13:03:04,2018-07-17 13:03:54,49.811s,FAILED
callTestCase,Chrome 67.0.3396.62,,2018-07-17 13:03:05,2018-07-17 13:03:29,24.446s,PASSED
waitForElementPresent,Chrome 67.0.3396.62,,2018-07-17 13:03:29,2018-07-17 13:03:29,0.030s,PASSED
delay,Chrome 67.0.3396.62,,2018-07-17 13:03:29,2018-07-17 13:03:32,3.004s,PASSED
click,Chrome 67.0.3396.62,,2018-07-17 13:03:32,2018-07-17 13:03:32,0.182s,PASSED
delay,Chrome 67.0.3396.62,,2018-07-17 13:03:32,2018-07-17 13:03:37,5.002s,PASSED
waitForElementPresent,Chrome 67.0.3396.62,,2018-07-17 13:03:37,2018-07-17 13:03:37,0.060s,PASSED
click,Chrome 67.0.3396.62,,2018-07-17 13:03:37,2018-07-17 13:03:38,0.169s,PASSED
waitForElementPresent,Chrome 67.0.3396.62,,2018-07-17 13:03:38,2018-07-17 13:03:38,0.039s,PASSED
click,Chrome 67.0.3396.62,,2018-07-17 13:03:38,2018-07-17 13:03:54,16.664s,FAILED
,,,,,,
Test Cases/SummaryTestCases/Status_OkToRefresh,Chrome 67.0.3396.62,,2018-07-17 13:03:54,2018-07-17 13:04:55,1m - 0.943s,FAILED
callTestCase,Chrome 67.0.3396.62,,2018-07-17 13:03:54,2018-07-17 13:04:23,28.252s,PASSED
delay,Chrome 67.0.3396.62,,2018-07-17 13:04:23,2018-07-17 13:04:28,5.003s,PASSED
waitForElementPresent,Chrome 67.0.3396.62,,2018-07-17 13:04:28,2018-07-17 13:04:28,0.051s,PASSED
click,Chrome 67.0.3396.62,,2018-07-17 13:04:28,2018-07-17 13:04:28,0.115s,PASSED
waitForElementPresent,Chrome 67.0.3396.62,,2018-07-17 13:04:28,2018-07-17 13:04:39,10.832s,PASSED
click,Chrome 67.0.3396.62,,2018-07-17 13:04:39,2018-07-17 13:04:55,16.536s,FAILED
