Suite/Test/Step Name,Browser,Description,Start time,End time,Duration,Status
UserHistoryTestSuite,Chrome 67.0.3396.62,,2018-07-18 16:29:13,2018-07-18 16:31:51,2m - 38.519s,PASSED
,,,,,,
Test Cases/UserHistoryTestCases/Verify_MALSKU_MovesToHistory,Chrome 67.0.3396.62,"To check if SKU's moves from \""Workbench\"" to \""History\"" on successful rescue",2018-07-18 16:29:17,2018-07-18 16:30:42,1m - 24.717s,PASSED
callTestCase,Chrome 67.0.3396.62,,2018-07-18 16:29:17,2018-07-18 16:29:49,31.997s,PASSED
delay,Chrome 67.0.3396.62,,2018-07-18 16:29:49,2018-07-18 16:29:52,3.011s,PASSED
click,Chrome 67.0.3396.62,,2018-07-18 16:29:52,2018-07-18 16:29:53,0.337s,PASSED
click,Chrome 67.0.3396.62,,2018-07-18 16:29:53,2018-07-18 16:29:53,0.252s,PASSED
delay,Chrome 67.0.3396.62,,2018-07-18 16:29:53,2018-07-18 16:29:58,5.004s,PASSED
waitForElementPresent,Chrome 67.0.3396.62,,2018-07-18 16:29:58,2018-07-18 16:29:58,0.088s,PASSED
Statement - SKUID = com.kms.katalon.core.webui.keyword.WebUiBuiltInKeywords.getText(com.kms.katalon.core.testobject.ObjectRepository.findTestObject(OMVA_Workbench_Page/1st_SKUMaterial)),Chrome 67.0.3396.62,,2018-07-18 16:29:58,2018-07-18 16:29:58,0.069s,PASSED
waitForElementPresent,Chrome 67.0.3396.62,,2018-07-18 16:29:58,2018-07-18 16:29:58,0.036s,PASSED
scrollToElement,Chrome 67.0.3396.62,,2018-07-18 16:29:58,2018-07-18 16:29:58,0.060s,PASSED
click,Chrome 67.0.3396.62,,2018-07-18 16:29:58,2018-07-18 16:29:58,0.167s,PASSED
applicationLibrary.ClicksOn1stBatchof_SKUID_andgetsBatchNo.ClickOnSKUInprogressBatch,Chrome 67.0.3396.62,,2018-07-18 16:29:58,2018-07-18 16:30:04,5.521s,PASSED
delay,Chrome 67.0.3396.62,,2018-07-18 16:30:04,2018-07-18 16:30:07,3.005s,PASSED
waitForElementPresent,Chrome 67.0.3396.62,,2018-07-18 16:30:07,2018-07-18 16:30:07,0.080s,PASSED
click,Chrome 67.0.3396.62,,2018-07-18 16:30:07,2018-07-18 16:30:07,0.220s,PASSED
delay,Chrome 67.0.3396.62,,2018-07-18 16:30:07,2018-07-18 16:30:12,5.003s,PASSED
waitForElementPresent,Chrome 67.0.3396.62,,2018-07-18 16:30:12,2018-07-18 16:30:12,0.084s,PASSED
Statement - ActionTakenHTxt = com.kms.katalon.core.webui.keyword.WebUiBuiltInKeywords.getText(com.kms.katalon.core.testobject.ObjectRepository.findTestObject(OMVA_Workbench_Page/ActionTaken_HeaderTxt)),Chrome 67.0.3396.62,,2018-07-18 16:30:12,2018-07-18 16:30:12,0.133s,PASSED
Statement - ActionTakenCTxt = com.kms.katalon.core.webui.keyword.WebUiBuiltInKeywords.getText(com.kms.katalon.core.testobject.ObjectRepository.findTestObject(OMVA_Workbench_Page/ActionTaken_ContenetTxt)),Chrome 67.0.3396.62,,2018-07-18 16:30:12,2018-07-18 16:30:13,0.166s,PASSED
verifyMatch,Chrome 67.0.3396.62,,2018-07-18 16:30:13,2018-07-18 16:30:13,0.077s,PASSED
click,Chrome 67.0.3396.62,,2018-07-18 16:30:13,2018-07-18 16:30:13,0.144s,PASSED
verifyMatch,Chrome 67.0.3396.62,,2018-07-18 16:30:13,2018-07-18 16:30:13,0.076s,PASSED
delay,Chrome 67.0.3396.62,,2018-07-18 16:30:13,2018-07-18 16:30:18,5.003s,PASSED
waitForElementPresent,Chrome 67.0.3396.62,,2018-07-18 16:30:18,2018-07-18 16:30:18,0.084s,PASSED
click,Chrome 67.0.3396.62,,2018-07-18 16:30:18,2018-07-18 16:30:18,0.320s,PASSED
delay,Chrome 67.0.3396.62,,2018-07-18 16:30:18,2018-07-18 16:30:23,5.003s,PASSED
waitForElementPresent,Chrome 67.0.3396.62,,2018-07-18 16:30:23,2018-07-18 16:30:23,0.062s,PASSED
click,Chrome 67.0.3396.62,,2018-07-18 16:30:23,2018-07-18 16:30:24,0.211s,PASSED
waitForElementPresent,Chrome 67.0.3396.62,,2018-07-18 16:30:24,2018-07-18 16:30:24,0.034s,PASSED
click,Chrome 67.0.3396.62,,2018-07-18 16:30:24,2018-07-18 16:30:24,0.156s,PASSED
delay,Chrome 67.0.3396.62,,2018-07-18 16:30:24,2018-07-18 16:30:27,3.003s,PASSED
verifyElementPresent,Chrome 67.0.3396.62,,2018-07-18 16:30:27,2018-07-18 16:30:27,0.087s,PASSED
click,Chrome 67.0.3396.62,,2018-07-18 16:30:27,2018-07-18 16:30:27,0.246s,PASSED
waitForElementPresent,Chrome 67.0.3396.62,,2018-07-18 16:30:27,2018-07-18 16:30:27,0.066s,PASSED
sendKeys,Chrome 67.0.3396.62,,2018-07-18 16:30:27,2018-07-18 16:30:27,0.261s,PASSED
delay,Chrome 67.0.3396.62,,2018-07-18 16:30:27,2018-07-18 16:30:30,3.003s,PASSED
applicationLibrary.Checks_SelectedBatchIsDisplayedInHistory.ChecksBatchIsDisplayedInHistory,Chrome 67.0.3396.62,,2018-07-18 16:30:30,2018-07-18 16:30:30,0.004s,NOT_RUN
Statement - searchedsku = com.kms.katalon.core.webui.keyword.WebUiBuiltInKeywords.getText(com.kms.katalon.core.testobject.ObjectRepository.findTestObject(OMVA_Workbench_Page/1st_SKUMaterial)),Chrome 67.0.3396.62,,2018-07-18 16:30:30,2018-07-18 16:30:31,0.106s,PASSED
verifyMatch,Chrome 67.0.3396.62,,2018-07-18 16:30:31,2018-07-18 16:30:31,0.002s,PASSED
delay,Chrome 67.0.3396.62,,2018-07-18 16:30:31,2018-07-18 16:30:41,10.003s,PASSED
Statement - rescue = com.kms.katalon.core.webui.keyword.WebUiBuiltInKeywords.getText(com.kms.katalon.core.testobject.ObjectRepository.findTestObject(OMVA_History_Page/History_RescueStrategy)),Chrome 67.0.3396.62,,2018-07-18 16:30:41,2018-07-18 16:30:41,0.153s,PASSED
verifyMatch,Chrome 67.0.3396.62,,2018-07-18 16:30:41,2018-07-18 16:30:41,0.097s,PASSED
