Suite/Test/Step Name,Browser,Description,Start time,End time,Duration,Status
SummaryTestSuite,Chrome 67.0.3396.62,,2018-07-17 12:31:37,2018-07-17 12:36:16,4m - 38.680s,FAILED
,,,,,,
Test Cases/CommonTestcases/ResetTestData,Chrome 67.0.3396.62,,2018-07-17 12:31:38,2018-07-17 12:31:45,7.170s,PASSED
dataBaseConnection.dataBase.connectDB,Chrome 67.0.3396.62,,2018-07-17 12:31:38,2018-07-17 12:31:42,4.431s,PASSED
dataBaseConnection.dataBase.ResetTestData,Chrome 67.0.3396.62,,2018-07-17 12:31:42,2018-07-17 12:31:45,2.414s,PASSED
dataBaseConnection.dataBase.closeDatabaseConnection,Chrome 67.0.3396.62,,2018-07-17 12:31:45,2018-07-17 12:31:45,0.013s,PASSED
,,,,,,
Test Cases/SummaryTestCases/MAL_Comment,Chrome 67.0.3396.62,,2018-07-17 12:31:45,2018-07-17 12:32:41,56.165s,FAILED
callTestCase,Chrome 67.0.3396.62,,2018-07-17 12:31:45,2018-07-17 12:32:14,28.663s,PASSED
delay,Chrome 67.0.3396.62,,2018-07-17 12:32:14,2018-07-17 12:32:19,5.011s,PASSED
waitForElementPresent,Chrome 67.0.3396.62,,2018-07-17 12:32:19,2018-07-17 12:32:19,0.079s,PASSED
click,Chrome 67.0.3396.62,,2018-07-17 12:32:19,2018-07-17 12:32:19,0.149s,PASSED
waitForElementPresent,Chrome 67.0.3396.62,,2018-07-17 12:32:19,2018-07-17 12:32:24,5.442s,PASSED
click,Chrome 67.0.3396.62,,2018-07-17 12:32:24,2018-07-17 12:32:41,16.613s,FAILED
,,,,,,
Test Cases/SummaryTestCases/MSP_Comment,Chrome 67.0.3396.62,,2018-07-17 12:32:41,2018-07-17 12:33:33,51.885s,FAILED
callTestCase,Chrome 67.0.3396.62,,2018-07-17 12:32:41,2018-07-17 12:33:04,23.427s,PASSED
delay,Chrome 67.0.3396.62,,2018-07-17 12:33:04,2018-07-17 12:33:07,3.003s,PASSED
waitForElementPresent,Chrome 67.0.3396.62,,2018-07-17 12:33:07,2018-07-17 12:33:08,0.069s,PASSED
click,Chrome 67.0.3396.62,,2018-07-17 12:33:08,2018-07-17 12:33:08,0.170s,PASSED
delay,Chrome 67.0.3396.62,,2018-07-17 12:33:08,2018-07-17 12:33:11,3.003s,PASSED
waitForElementPresent,Chrome 67.0.3396.62,,2018-07-17 12:33:11,2018-07-17 12:33:16,5.430s,PASSED
click,Chrome 67.0.3396.62,,2018-07-17 12:33:16,2018-07-17 12:33:33,16.595s,FAILED
,,,,,,
Test Cases/SummaryTestCases/AlocSpoc_Comment,Chrome 67.0.3396.62,,2018-07-17 12:33:33,2018-07-17 12:34:24,51.459s,FAILED
callTestCase,Chrome 67.0.3396.62,,2018-07-17 12:33:33,2018-07-17 12:34:02,29.088s,PASSED
waitForElementPresent,Chrome 67.0.3396.62,,2018-07-17 12:34:02,2018-07-17 12:34:08,5.494s,PASSED
click,Chrome 67.0.3396.62,,2018-07-17 12:34:08,2018-07-17 12:34:24,16.651s,FAILED
,,,,,,
Test Cases/SummaryTestCases/Status_Completed,Chrome 67.0.3396.62,,2018-07-17 12:34:24,2018-07-17 12:35:14,49.614s,FAILED
callTestCase,Chrome 67.0.3396.62,,2018-07-17 12:34:24,2018-07-17 12:34:49,24.335s,PASSED
waitForElementPresent,Chrome 67.0.3396.62,,2018-07-17 12:34:49,2018-07-17 12:34:49,0.031s,PASSED
delay,Chrome 67.0.3396.62,,2018-07-17 12:34:49,2018-07-17 12:34:52,3.003s,PASSED
click,Chrome 67.0.3396.62,,2018-07-17 12:34:52,2018-07-17 12:34:52,0.199s,PASSED
delay,Chrome 67.0.3396.62,,2018-07-17 12:34:52,2018-07-17 12:34:57,5.002s,PASSED
waitForElementPresent,Chrome 67.0.3396.62,,2018-07-17 12:34:57,2018-07-17 12:34:57,0.066s,PASSED
click,Chrome 67.0.3396.62,,2018-07-17 12:34:57,2018-07-17 12:34:57,0.107s,PASSED
waitForElementPresent,Chrome 67.0.3396.62,,2018-07-17 12:34:57,2018-07-17 12:34:57,0.027s,PASSED
click,Chrome 67.0.3396.62,,2018-07-17 12:34:57,2018-07-17 12:35:14,16.628s,FAILED
,,,,,,
Test Cases/SummaryTestCases/Status_OkToRefresh,Chrome 67.0.3396.62,,2018-07-17 12:35:14,2018-07-17 12:36:15,1m - 1.247s,FAILED
callTestCase,Chrome 67.0.3396.62,,2018-07-17 12:35:14,2018-07-17 12:35:42,28.460s,PASSED
delay,Chrome 67.0.3396.62,,2018-07-17 12:35:42,2018-07-17 12:35:47,5.007s,PASSED
waitForElementPresent,Chrome 67.0.3396.62,,2018-07-17 12:35:47,2018-07-17 12:35:48,0.061s,PASSED
click,Chrome 67.0.3396.62,,2018-07-17 12:35:48,2018-07-17 12:35:48,0.122s,PASSED
waitForElementPresent,Chrome 67.0.3396.62,,2018-07-17 12:35:48,2018-07-17 12:35:59,10.898s,PASSED
click,Chrome 67.0.3396.62,,2018-07-17 12:35:59,2018-07-17 12:36:15,16.564s,FAILED
