Suite/Test/Step Name,Browser,Description,Start time,End time,Duration,Status
UserHistoryTestSuite,Chrome 67.0.3396.62,,2018-07-16 13:27:32,2018-07-16 13:29:47,2m - 15.401s,PASSED
,,,,,,
Test Cases/UserHistoryTestCases/Verify_display_of_HistoryPage,Chrome 67.0.3396.62,,2018-07-16 13:27:32,2018-07-16 13:28:34,1m - 1.685s,PASSED
callTestCase,Chrome 67.0.3396.62,,2018-07-16 13:27:33,2018-07-16 13:27:58,25.543s,PASSED
delay,Chrome 67.0.3396.62,,2018-07-16 13:27:58,2018-07-16 13:28:01,3.011s,PASSED
delay,Chrome 67.0.3396.62,,2018-07-16 13:28:01,2018-07-16 13:28:06,5.002s,PASSED
waitForElementPresent,Chrome 67.0.3396.62,,2018-07-16 13:28:06,2018-07-16 13:28:06,0.055s,PASSED
click,Chrome 67.0.3396.62,,2018-07-16 13:28:06,2018-07-16 13:28:07,0.248s,PASSED
delay,Chrome 67.0.3396.62,,2018-07-16 13:28:07,2018-07-16 13:28:12,5.003s,PASSED
waitForElementPresent,Chrome 67.0.3396.62,,2018-07-16 13:28:12,2018-07-16 13:28:12,0.040s,PASSED
click,Chrome 67.0.3396.62,,2018-07-16 13:28:12,2018-07-16 13:28:12,0.134s,PASSED
waitForElementPresent,Chrome 67.0.3396.62,,2018-07-16 13:28:12,2018-07-16 13:28:12,0.040s,PASSED
click,Chrome 67.0.3396.62,,2018-07-16 13:28:12,2018-07-16 13:28:12,0.141s,PASSED
delay,Chrome 67.0.3396.62,,2018-07-16 13:28:12,2018-07-16 13:28:17,5.002s,PASSED
click,Chrome 67.0.3396.62,,2018-07-16 13:28:17,2018-07-16 13:28:17,0.146s,PASSED
delay,Chrome 67.0.3396.62,,2018-07-16 13:28:17,2018-07-16 13:28:27,10.003s,PASSED
Statement - rescue = com.kms.katalon.core.webui.keyword.WebUiBuiltInKeywords.getText(com.kms.katalon.core.testobject.ObjectRepository.findTestObject(OMVA_History_Page/History_RescueStrategy)),Chrome 67.0.3396.62,,2018-07-16 13:28:27,2018-07-16 13:28:27,0.101s,PASSED
scrollToElement,Chrome 67.0.3396.62,,2018-07-16 13:28:27,2018-07-16 13:28:27,0.057s,PASSED
